State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Latitude,Longitude
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Angelou, Maya",And Still I Rise,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Sáenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Lo, Malinda",Ash,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Morrison, Toni",Beloved,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Espejo, Roman",Birth Control,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Fisanick, Christina",Do Abstinence Programs Work?,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Tenold, Vegas",Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2022-05-01,Banned in Libraries and Classrooms,"Curato, Mike",Flamer,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Seba, Jaime A.","Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination",,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Light, Kate",Gender Identity: The Search for Self,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Gyasi, Yaa",Homegoing,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Kendi, Ibram X.",How to Be an Antiracist,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Savage, Dan","It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living","Miller, Terry",31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Green, John",Looking for Alaska,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Jackson, Tiffany D.",Monday's Not Coming,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Pérez, Ashley Hope",Out of Darkness,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Harris, Duchess",Political Resistance in the Current Age,"Turner, Myra Faye",31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Faux, Marian",Roe v. Wade: The Untold Story of the Landmark Supreme Court Decision that Made Abortion Legal,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Nardo, Don",Teens and Gender Dysphoria,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Farrell, Courtney",The Abortion Debate (Essential Viewpoints),,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Plath, Sylvia",The Bell Jar,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Morrison, Toni",The Bluest Eye,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Irving, John",The Cider House Rules,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Alexander, Michelle",The New Jim Crow: Mass Incarceration in the Age of Colorblindness,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Bick, Ilsa J.",The Sin-Eater's Confession,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Nordberg, Jenny",The Underground Girls of Kabul: in Search of a Hidden Resistance in Afghanistan,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Bartoletti, Susan Campbell",They Called Themselves The K.K.K.: The Birth of an American Terrorist Group,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Klein, Rebecca T.",Transgender Rights and Protections,,31.0,-100.0
Texas,Klein Independent School District,Administrator,2021-11-01,Banned Pending Investigation,"Green, John","Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Levithan, David",31.0,-100.0
Texas,Lake Travis Independent School District,Administrator,2021-09-01,Banned in Libraries and Classrooms,"Pérez, Ashley Hope",Out of Darkness,,31.0,-100.0
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Johnson, George M.",All Boys Aren't Blue,,31.0,-100.0
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Gottfred, B. T.",Forever for a Year,,31.0,-100.0
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Rosen, L. C.",Jack of Hearts (and other parts),,31.0,-100.0
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Evison, Jonathan",Lawn Boy,,31.0,-100.0
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Andrews, Jesse",Me and Earl and the Dying Girl,,31.0,-100.0
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Johnson, Cathy G.",The Breakaways,,31.0,-100.0
Texas,Lamar Consolidated Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Gottfred, B. T.",The Nerdy and the Dirty,,31.0,-100.0
Texas,Leander Independent School District,Administrator,2021-09-01,Banned in Classrooms,"Hutchinson, Shaun David",Brave Face: A Memoir,,31.0,-100.0
Texas,Leander Independent School District,Administrator,2021-09-01,Banned in Classrooms,"Machado, Carmen Maria",In the Dream House,,31.0,-100.0
Texas,Leander Independent School District,Administrator,2021-09-01,Banned in Classrooms,"Gregorio, I. W.",None of the Above,,31.0,-100.0
Texas,Leander Independent School District,Administrator,2021-09-01,Banned in Classrooms,"Pérez, Ashley Hope",Out of Darkness,,31.0,-100.0
Texas,Leander Independent School District,Administrator,2021-09-01,Banned in Classrooms,"Woodson, Jacqueline",Red at the Bone,,31.0,-100.0
Texas,Leander Independent School District,Administrator,2021-09-01,Banned in Classrooms,"Hyman, Miles","Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation",,31.0,-100.0
Texas,Leander Independent School District,Administrator,2021-09-01,Banned in Classrooms,"Anderson, Laurie Halse",Shout,,31.0,-100.0
Texas,Leander Independent School District,Administrator,2021-09-01,Banned in Classrooms,"Atwood, Margaret",The Handmaid's Tale: The Graphic Novel,,31.0,-100.0
Texas,Leander Independent School District,Administrator,2021-09-01,Banned in Classrooms,"Reed, Amy",The Nowhere Girls,,31.0,-100.0
Texas,Leander Independent School District,Administrator,2021-09-01,Banned in Classrooms,"Moore, Alan",V for Vendetta,,31.0,-100.0
Texas,Leander Independent School District,Administrator,2021-09-01,Banned in Classrooms,"Vaughan, Brian K.",Y: The Last Man,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Thomas, Rachael L.",#BlackLivesMatter: Protesting Racism,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Mac, Carrie",10 Things I Can See from Here,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Brynie, Faith Hickman",101 Questions About Reproduction: Or How 1 + 1 = 3 or 4 or More,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Brynie, Faith Hickman","101 Questions About Sex and Sexuality: With Answers for the Curious, Cautious, and Confused",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Trueman, Terry",7 Days at the Hot Corner,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Craig, Joe",A Guy's Guide to Sexuality and Sexual Identity in the 21st Century,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Connor, Leslie",A Home for Goddesses and Dogs,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Lo, Malinda",A Line in the Dark,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Horner, Emily",A Love Story Starring My Dead Best Friend,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Self, Jeffery","A Very, Very Bad Thing",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Juettner, Bonnie",Abortion,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Rose, Melody",Abortion: A Documentary and Reference Guide,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Lecesne, Celeste",Absolute Brightness,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Efaw, Amy",After,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Westerfeld, Scott",Afterworlds (Afterworlds Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Bell, Eric",Alan Cole Is Not a Coward,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Brugman, Alyssa",Alex As Well,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Vande Velde, Vivian","Alison, Who Went Away",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Reynolds, Jason",All American Boys,"Kiely, Brendan",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Johnson, George M.",All Boys Aren't Blue,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Frick, Kit",All Eyes on Us,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Mitchell, Saundra",All the Things We Do in the Dark,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Lawson, Richard",All We Can Do Is Wait,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Katcher, Brian",Almost Perfect,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Ortiz, Paul",An African American and Latinx History of the United States,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Sass, A. J.",Ana on the Edge,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Verdi, Jessica",And She Was,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Richardson, Justin",And Tango Makes Three,"Parnell, Peter",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Garden, Nancy",Annie on My Mind,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Juby, Susan",Another Kind of Cowboy,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Hoblin, Paul",Archenemy,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Nagle, Jeanne",Are You LGBTQ?,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Stamper, Phil",As Far As You'll Take Me,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Talley, Robin",As I Descended,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Lo, Malinda",Ash,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Heppermann, Christine",Ask Me How I Got Here,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"King, A. S.",Ask the Passengers,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Hutchinson, Shaun David",At the Edge of the Universe,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Lauren, Christina",Autoboyography,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Ostrovski, Emil",Away We Go,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Spangler, Brie",Beast,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Cronn-Mills, Kirstin",Beautiful Music for Ugly Children,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Nutt, Amy Ellis",Becoming Nicole: The inspiring story of transgender actor-activist Nicole Maines and her extraordinary family,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Jennings, Jazz",Being Jazz: My Life as a (Transgender) Teen,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Ahmed, Sara K.",Being the Change: Lessons and Strategies to Teach Social Comprehension,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Hoffman, Eric",Best Best Colors: Los mejores colores,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Peters, Julie Anne",Between Mom and Jo,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Coates, Ta-Nehisi",Between the World and Me,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Reynolds, Marilyn",Beyond Dreams (Hamilton High Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Stevenson, Robin",Big Guy,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Altman, Linda Jacobs","Bioethics: Who Lives, Who Dies, And Who Decides?",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Russo, Meredith",Birthday,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Brooks, Kevin",Black Rabbit Summer,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"McAdam, Tash",Blood Sport,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Conley, Garrard","Boy Erased: A Memoir of Identity, Faith, and Family",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Koertge, Ron",Boy Girl Boy,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Hutchinson, Shaun David",Brave Face: A Memoir,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Wilkerson, Isabel",Caste: The Origins of Our Discontents,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Thomas, Aiden",Cemetery Boys,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Sim, Tara",Chainbreaker (Timekeeper Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Bayron, Kalynn",Cinderella Is Dead,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Rankine, Claudia",Citizen: An American Lyric,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Craft, Jerry",Class Act,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Jones, Patrick",Combat Zone,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Seba, Jaime A.",Coming Out: Telling Family and Friends,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Whitlock, Kay","Considering Hate: Violence, Goodness, and Justice in American Culture and Politics",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Patterson, James",Cradle and All,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Volponi, Paul",Crossing Lines,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Mac, Carrie",Crush,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Mesrobian, Carrie",Cut Both Ways,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Khorram, Adib",Darius the Great Deserves Better (Darius the Great Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Beckman, Wendy Hart","Dating, Relationships, And Sexuality: What Teens Should Know",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Lukavics, Amy",Daughters Unto Devils,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Bell, William",Death Wind,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Smedley, Zack",Deposing Nathan,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Reynolds, Marilyn",Detour for Emmy,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Pardes, Bronwen","Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Witton, Hannah",Doing It!: Let's Talk About Sex,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Linn, Laurent",Draw the Line,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Walden, Mark",Dreadnought (H.I.V.E. Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Daniels, April",Dreadnought (Nemesis Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Oshiro, Mark",Each of Us a Desert,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Capetta, Amy Rose",Echo After Echo,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Ryan, Sara",Empress of the World (Battle Hall Davies Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Stevenson, Robin",En el bosque,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"O'Connor, Maureen",Equal Rights,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"LaCour, Nina",Everything Leads to You,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Tenold, Vegas",Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Tregay, Sarah",Fan Art,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Geerling, Marjetta",Fancy White Trash,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Solomon, Andrew",Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,"Calkhoven, Laurie",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Solomon, Andrew","Far From the Tree: Parents, Children and the Search for Identity",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Peters, Julie Anne",Far from Xanadu,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Sharpe, Tess",Far from You,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Seba, Jaime A.",Feeling Wrong in Your Own Body: Understanding What It Means to Be Transgender,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Callender, Kacen",Felix Ever After,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Sherrard, Brent R.",Final Takedown,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Rodi, Robert",Finding Community,"Ross, Laura",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Sim, Tara",Firestarter (Timekeeper Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Curato, Mike",Flamer,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Clarke, Cassandra Rose",Forget This Ever Happened,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"St. James, James",Freak Show,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Clark, Kristin Elizabeth",Freakboy,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Hurwin, Davida Wills",Freaks and Revelations,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Payment, Simone","Friendship, Dating, and Relationships (Teens: Being Gay, Lesbian, Bisexual, or Transgender)",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Quintero, Isabel","Gabi, a Girl in Pieces",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Seba, Jaime A.",Gay and Lesbian Role Models,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Sanna, Emily",Gay Believers: Homosexuality and Religion,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Seba, Jaime A.","Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Seba, Jaime A.","Gay People of Color: Facing Prejudices, Forging Identities",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Seba, Jaime A.","Gays and Mental Health: Fighting Depression, Saying No to Suicide",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Simons, Rae","Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"des Neiges Léonard, Marie",Gender Equality (Foundations of Democracy),"Cucini, Sara",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Petrikowski, Nicki Peter",Gender Identity (Teen Mental Health),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Light, Kate",Gender Identity: The Search for Self,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Winfield, Cynthia L.",Gender Identity: The Ultimate Teen Guide,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"McIntosh, Kenneth",Gender Issues (Living with a Special Need),"Walker, Ida",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Hartinger, Brent",Geography Club (Russel Middlebrook Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Sanchez, Alex",Getting It,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Cohn, Rachel",Gingerbread (Cyd Charisse Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Heaney, Katie",Girl Crushed,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Blake, Ashley Herring",Girl Made of Stars,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Girard, M-E",Girl Mans Up,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Limb, Sue","Girl, (Nearly) 16: Absolute Torture",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Rosen, Michael J.",Girls vs. Guys: Surprising Differences Between the Sexes,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Nagle, Jeanne",GLBT Teens and Society,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Huegel, Kelly",GLBTQ*: The Survival Guide for Queer & Questioning Teens,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Moskowitz, Hannah","Gone, Gone, Gone",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Polonsky, Ami",Gracefully Grayson,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Benincasa, Sara",Great,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"London, Alex",Guardian (Proxy Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Holmes, Melisa","Hang-ups, Hook-ups, and Holding Out: Stuff You Need to Know about Your Body, Sex, and Dating","Hutchison, Trish",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Davis, Tanita S.",Happy families,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Garden, Nancy","Hear Us Out!: Lesbian and Gay Stories of Struggle, Progress, and Hope, 1950 to the Present",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Valentine, Jenny",Hello Now,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Kerr, M. E.","Hello, I Lied",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Hawkins, Rachel",Her Royal Highness,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Terrell, Brandon",High Drama (Suspended Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Whaley, John Corey",Highly Illogical Behavior,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Silvera, Adam",History Is All You Left Me,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Gale, Heather",Ho'onani: Hula Warrior,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Levithan, David","Hold Me Closer: The Tiny Cooper Story (Will Grayson, Will Grayson Series)",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Palmer, Bill",Homophobia: From Social Stigma to Hate Crimes,,31.0,-100.0
